AirportId,AirportName,LatD,LatM,LatS,LongD,LongM,LongS
CDD,"SCOTTS",48,15,59.6580,-092,29,00.5680
CKN,"CROOKSTON MUNI KIRKWOOD FLD",47,50,29.9650,-096,37,17.2330
1MN7,"CUYUNA RGNL MEDICAL CENTER",46,28,55.2600,-093,56,34.8900
MY95,"SWANSON FIELD",45,26,47.0000,-093,22,58.0000
5MN7,"LINDEY'S LANDING",46,23,13.8620,-093,55,54.9370
8MN4,"SETHNEY PERSONAL",46,22,46.8530,-093,48,48.9150
M69,"BIRCH LAKE",46,22,10.8500,-093,48,49.9200
25MN,"SHIRT LAKE",46,25,50.0000,-093,49,59.0000
MN19,"BRANDT",45,02,50.3600,-093,50,10.8800
51MN,"BARRY",46,27,03.4300,-095,50,53.7800
DTL,"DETROIT LAKES-WETHING FIELD",46,49,30.6000,-095,53,08.1000
7MY9,"PETES",43,44,48.1800,-092,43,28.2000
TOB,"DODGE CENTER",44,01,04.7843,-092,49,53.8322
DLH,"DULUTH INTL",46,50,31.5000,-092,11,37.1000
MN33,"ST MARY'S HOSPITAL",46,47,37.8600,-092,05,51.9100
MN48,"ST LUKE HOSPITAL",46,47,50.7810,-092,05,09.6810
MN35,"WILD RICE LAKE",46,53,59.7770,-092,09,43.6770
9M0,"NORTH COUNTRY",47,00,53.7700,-092,10,05.6700
DYT,"SKY HARBOR",46,43,18.6990,-092,02,36.3800
5MN8,"RICK MATHIAS PRIVATE",45,43,09.8610,-096,18,37.2210
MN08,"EAGLES NEST AERODROME",44,07,35.3800,-093,52,18.3300
2MN0,"PRIBBS FIELD",48,04,55.6140,-097,00,58.4910
MN81,"J J AND T",47,59,19.9270,-097,01,52.2690
M16,"STEAM BOAT BAY SEAPLANE BASE",46,23,52.3000,-094,22,15.6000
9Y2,"EAST GULL LAKE",46,23,01.8800,-094,22,25.0100
MN27,"FAIRVIEW SOUTHDALE HOSPITAL",44,53,10.2600,-093,19,34.6400
Y63,"ELBOW LAKE MUNI - PRIDE OF THE PRAIRIE",45,59,05.3956,-095,59,30.6698
MN15,"SMITH FIELD",44,37,24.0200,-093,24,07.3900
MN40,"MEADOWVALE",45,21,44.8740,-093,35,18.8610
ELO,"ELY MUNI",47,49,26.4471,-091,49,45.5541
0MN7,"ELY BLOOMENSON COMMUNITY HOSPITAL",47,53,56.8140,-091,52,22.7070
75MN,"GALLER'S",44,11,11.8800,-093,42,50.8200
76MN,"HEMMINGSEN PRIVATE",47,35,46.8640,-096,01,18.1420
MN42,"OAK LAKE AIR STRIP",47,39,30.8610,-095,56,46.1230
45MN,"KAML AIRSTRIP",47,55,33.9000,-096,36,51.2250
MY59,"GASPER",47,54,05.9000,-096,36,44.2260
8MN1,"SHIMPA AIRSTRIP",47,58,00.0000,-096,38,24.7500
EVM,"EVELETH-VIRGINIA MUNI",47,25,27.0000,-092,29,47.6000
9Y5,"SKY HARBOR",47,27,34.7380,-092,28,35.6620
MN29,"MATHIEU LANDING",47,23,38.6600,-092,29,17.3500
MN02,"LAKE MINNEWASHTA",44,52,49.8660,-093,36,32.8490
1MN4,"WILDHURST PINES",44,55,03.0700,-093,36,29.5300
MY37,"EYOTA",43,58,51.8720,-092,14,47.5950
FRM,"FAIRMONT MUNI",43,38,38.2000,-094,24,56.2000
FBL,"FARIBAULT MUNI",44,19,44.2898,-093,18,47.0651
MY96,"BAHNSEN",44,25,00.0000,-093,19,51.0000
MN59,"DISTRICT ONE HOSPITAL",44,17,22.2100,-093,15,28.4200
69MY,"HALL",44,39,39.8770,-093,06,00.7740
MN45,"JENNRICH FLD",44,33,57.8760,-093,07,55.7750
MN46,"LUCHT FIELD",44,36,14.8780,-093,05,30.7710
MY97,"NIELSEN'S",44,35,52.8700,-093,07,36.7700
FFM,"FERGUS FALLS MUNI-EINAR MICKELSON FLD",46,17,03.8000,-096,09,24.1000
D14,"FERTILE MUNI",47,33,06.9000,-096,17,31.9000
MY82,"DU FRESNE",45,12,46.8800,-093,04,28.7970
71MN,"MATTISON'S",45,16,54.6000,-092,57,59.6000
25D,"FOREST LAKE",45,14,50.6750,-092,59,34.2750
FSE,"FOSSTON MUNI",47,35,34.1530,-095,46,24.5960
6MN5,"GALE'S",45,12,27.8720,-094,09,44.9360
MY50,"FRONTENAC",44,30,09.8830,-092,21,40.6540
24MN,"BERGEMANN",44,00,14.8660,-094,10,40.8470
MN44,"ANGEN FIELD",45,56,10.8590,-095,31,34.1540
7MN4,"MILLE LACS LAKE",46,19,09.8540,-093,49,50.9180
MN50,"ARTHUR FIELD",48,22,12.8830,-095,48,25.0170
79MN,"PAUL FIELD",48,22,39.8810,-095,45,16.0050
78MN,"HAGENS PRIVATE",48,22,43.8840,-095,48,42.0160
77MN,"KLAMAR FIELD",48,22,16.8820,-095,47,17.0130
MN82,"GLENCOE RGNL HEALTH SERVICE",44,46,44.5600,-094,09,11.2400
GYL,"GLENCOE MUNI",44,45,21.6246,-094,04,53.2749
GHW,"GLENWOOD MUNI",45,38,37.7885,-095,19,13.6161
2MN1,"WINTER STRIP",45,02,45.8510,-095,27,52.0770
MY42,"MATHIS",47,51,49.8450,-095,31,37.0400
6MN7,"SODBUSTER STRIP",44,24,03.7500,-092,41,15.3600
4MN5,"KAPAUN-WILSON FIELD",45,33,01.8670,-096,27,05.2200
CKC,"GRAND MARAIS/COOK COUNTY",47,50,18.4000,-090,23,04.5000
0G5,"GRAND MARAIS/COOK COUNTY",47,49,22.2000,-090,24,26.3000
MN54,"GUNFLINT",48,05,29.6010,-090,42,30.3900
GPZ,"GRAND RAPIDS/ITASCA CO-GORDON NEWSTROM FLD",47,12,36.5000,-093,30,35.7000
9MN2,"WABANA",47,24,37.3800,-093,31,16.9260
5MN6,"NORTHBOUND",47,09,23.0000,-093,31,26.0000
GDB,"GRANITE FALLS MUNI/LENZEN-ROE-FAGEN MEMORIAL FIELD",44,45,08.8532,-095,33,19.9083
3G2,"GRYGLA MUNI - MEL WILKENS FIELD",48,17,38.7000,-095,37,33.5000
MN00,"WEBB LAKE",46,57,37.8000,-094,25,30.0000
HCO,"HALLOCK MUNI",48,45,09.8330,-096,56,34.8110
26MN,"CHRISTIANSON FIELD",47,19,47.8970,-096,47,01.2800
MN87,"COOKS LANDING",45,14,37.0000,-093,13,18.0000
4MN3,"LEXINGTON",45,18,39.9770,-093,09,01.3090
6MN2,"BROWN'S PRIVATE",45,33,13.9500,-095,47,00.4300
MN55,"SANDY FLATS",44,42,18.8820,-092,48,42.7300
MN58,"SKY MEADOW",44,41,51.8820,-092,51,50.7390
49MN,"WILLOW RIDGE",44,40,18.8820,-092,49,34.7320
04Y,"HAWLEY MUNI",46,53,01.6000,-096,21,02.2000
MY99,"JOHNSTON",46,51,26.8500,-096,14,06.7200
1D6,"HECTOR MUNI",44,43,52.3350,-094,42,42.8350
05Y,"HENNING MUNI",46,18,13.8600,-095,26,22.1370
06Y,"HERMAN MUNI",45,49,47.8580,-096,09,38.2120
MN60,"ITZEN AIR STRIP",45,45,47.8590,-096,12,56.2160
HIB,"RANGE RGNL",47,23,11.7000,-092,50,20.3000
MN52,"GOSPEL RANCH",47,13,42.6000,-093,05,28.0000
9MN0,"CAREY LAKE",47,25,05.7500,-092,49,39.6700
MY56,"ROBERTSON FIELD",47,15,08.7700,-092,51,33.6980
5MN3,"UNIVERSITY MEDICAL CENTER MESABI",47,24,36.1900,-092,55,42.4100
07Y,"HILL CITY-QUADNA MOUNTAIN",46,57,21.2220,-093,35,50.7940
04W,"FIELD OF DREAMS",46,01,22.3252,-092,53,42.6279
MN57,"BUSH FIELD",46,02,09.8600,-092,59,17.7100
33MN,"ZENITH LANDING",45,59,19.8200,-092,54,05.7600
MY57,"FEDOR",45,45,47.8740,-094,27,27.0120
MN36,"J W FIELD",44,56,54.8600,-094,15,36.6100
HCD,"HUTCHINSON MUNI-BUTLER FIELD",44,51,35.6000,-094,22,57.0000
MN62,"QUAST",44,50,59.8640,-094,21,00.9370
INL,"FALLS INTL-EINARSON FIELD",48,33,56.1000,-093,24,07.8000
MN83,"INTERNATIONAL FALLS MEMORIAL",48,35,43.7800,-093,25,54.5390
09I,"INTERNATIONAL FALLS",48,36,21.0000,-093,22,15.0000
MN96,"INTL FALLS CUSTOMS & BORDER PATROL",48,36,09.4100,-093,23,22.8100
35MN,"WIPLINE",44,48,55.8790,-093,00,48.7690
09Y,"WIPLINE",44,49,39.2000,-093,00,31.4000
10MN,"LOOKOUT LAKE",46,26,15.0000,-093,57,22.0000
MY72,"ISLE PRIVATE",46,09,34.8370,-093,27,40.8510
4MN4,"MULDER FIELD INC",44,27,20.8730,-096,13,50.1430
MJQ,"JACKSON MUNI",43,39,00.5000,-094,59,11.7000
1MN9,"SANFORD JACKSON MEDICAL CENTER",43,37,29.3500,-095,00,14.2200
8MN8,"PORTER",47,00,45.8080,-093,23,37.7880
81MN,"EWEN LANDING FIELD",44,01,49.8450,-095,11,43.9750
MY62,"ULTRAFLYTE, INC",46,39,54.8640,-094,20,35.9800
0MN3,"LOWER HAY LAKE",46,40,40.0000,-094,17,33.0000
MN63,"STOCKER PVT",44,40,59.8660,-093,38,12.8460
9MN6,"MERILL L HARRIS FIELD",44,38,36.3670,-093,41,58.8530
2MN2,"DREAMCATCHER",46,56,25.3000,-093,17,52.5800
23D,"KARLSTAD MUNI",48,34,39.3650,-096,32,28.5650
04MN,"HELBLAD",47,59,08.8520,-094,41,12.9040
52MN,"ANDERSON FIELD",48,38,34.9250,-096,48,26.1960
27MN,"LAKE BRONSON",48,44,14.9220,-096,39,16.1560
82MN,"LAKE CITY MEDICAL CENTER",44,27,36.4000,-092,17,17.3300
03MN,"NAUERTH LAND RANCH",43,37,30.8580,-095,13,29.0000
MY29,"KAISER'S AIRSTRIP",46,47,48.8200,-096,05,58.6000
MN12,"ROBCO",47,11,56.0000,-094,45,08.0000
12Y,"LE SUEUR MUNI",44,26,27.1971,-093,54,57.0502
MY26,"MINNESOTA VALLEY HEALTH CENTER",44,27,11.7727,-093,54,56.3704
5MN5,"BARNES",45,26,10.8660,-092,50,05.7710
6MN4,"NORTH CENTER LAKE",45,23,49.8680,-092,49,53.7700
8MN5,"VIEIRA",45,12,29.8780,-093,08,00.8040
MY18,"LINO AIR PARK",45,11,13.8780,-093,07,49.8030
8Y4,"SURFSIDE",45,08,59.8780,-093,07,00.8000
LJF,"LITCHFIELD MUNI",45,05,49.7000,-094,30,26.1000
MN65,"MEEKER MEMORIAL HOSPITAL",45,07,11.2000,-094,31,47.4000
MN31,"L & M AERODROME",45,03,43.8640,-094,34,44.9730
LXL,"LITTLE FALLS/MORRISON COUNTY-LINDBERGH FLD",45,56,57.9000,-094,20,49.4000
13Y,"LITTLEFORK MUNI/HANOVER",48,24,29.8000,-093,34,45.9300
MN23,"WEST WIND",48,27,13.0000,-093,36,04.0000
14Y,"TODD FIELD",45,53,53.7000,-094,52,25.9000
MY83,"SAFE AIR",46,59,11.8390,-094,07,27.8910
XVG,"LONGVILLE MUNI",46,59,23.7000,-094,12,13.1000
MN66,"INGLESIDE",45,03,47.3000,-093,39,08.4000
MN90,"SANFORD HOSPITAL LUVERNE",43,40,22.2900,-096,12,35.6500
LYV,"QUENTIN AANENSON FIELD",43,37,00.3693,-096,13,03.8510
MN67,"SKY PARK",44,39,34.8660,-093,31,05.8300
53MN,"RADLOFF'S CEDAR VIEW FARMS",43,32,45.3660,-093,01,35.9020
DXX,"LAC QUI PARLE COUNTY",44,59,11.1670,-096,10,40.2942
44MN,"MADELIA HELIPAD",44,02,37.0000,-094,25,05.0000
3N8,"MAHNOMEN COUNTY",47,15,37.8186,-095,55,41.1126
MN25,"MAHNOMEN HEALTH CENTER",47,18,41.6100,-095,58,27.0300
3MN6,"IMMANUEL - ST JOSEPH'S HOSPITAL",44,09,50.4000,-093,58,59.4000
93MN,"HOPPE SKY RANCH",44,01,55.5707,-093,56,54.1303
MKT,"MANKATO RGNL",44,13,22.0000,-093,55,09.5000
20MN,"MAPLE GROVE HOSPITAL",45,08,02.6000,-093,28,53.9000
MN30,"BUSCH'S FISH LAKE",45,05,38.8710,-093,27,54.8370
MGG,"MAPLE LAKE MUNI-BILL MAVENCAMP SR FLD",45,14,09.5740,-093,59,08.1200
MN69,"MAPLE",45,00,09.8660,-093,40,18.8620
MN73,"SNELL'S",47,38,50.0000,-093,44,42.0000
MML,"SOUTHWEST MINNESOTA RGNL MARSHALL/RYAN FLD",44,27,06.2000,-095,49,27.9000
MN71,"ZIERMANN",44,52,29.8640,-093,53,30.8830
HZX,"ISEDOR IVERSON",46,37,07.6700,-093,18,35.3200
MN75,"KREZOWSKI",46,45,29.4100,-093,16,56.4100
MN61,"JACKSON SEAPLANE BASE",46,43,00.8000,-093,12,36.8000
6MN8,"UNDERLAND AIRSTRIP",44,09,09.8670,-093,16,20.7680
4MN9,"HUNTERSVILLE FIELD",46,46,33.7800,-094,51,07.9800
5MN9,"CHANLIN FIELD",48,25,24.8990,-096,07,44.0740
18Y,"MILACA MUNI",45,46,20.8730,-093,37,55.8640
MIC,"CRYSTAL",45,03,43.2000,-093,21,14.2000
MY65,"UNIVERSITY OF MN HOSPITALS & CLINICS",44,58,16.3400,-093,13,51.2800
LVN,"AIRLAKE",44,37,40.3000,-093,13,41.1000
MN10,"ABBOTT NORTHWESTERN HOSPITAL",44,57,16.8750,-093,15,40.8080
9MN4,"FAIRVIEW RIVERSIDE MEDICAL CENTER",44,58,01.3750,-093,14,14.8060
25MY,"CHILDREN'S HOSPITAL - MINNEAPOLIS",44,57,24.4600,-093,15,43.2100
MSP,"MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN",44,52,55.1000,-093,13,18.4000
FCM,"FLYING CLOUD",44,49,39.0000,-093,27,30.9000
ANE,"ANOKA COUNTY-BLAINE ARPT (JANES FIELD)",45,08,41.6000,-093,12,36.7000
MN74,"B & D FLYERS INTL",43,49,49.8500,-093,50,25.8220
95MN,"WHALETAIL LAKE",44,56,19.8680,-093,43,21.8670
MVE,"MONTEVIDEO-CHIPPEWA COUNTY",44,58,09.1000,-095,42,37.4000
2MN3,"CHIPPEWA COUNTY HOSPITAL",44,57,18.4500,-095,42,41.3100
MN49,"TUMA PRIVATE",44,25,25.8670,-093,29,03.8150
MN93,"CENTRACARE HEALTH",45,18,07.3660,-093,46,05.4400
MN77,"JERGER'S FIELD",46,55,24.8650,-096,42,56.2810
JKJ,"MOORHEAD MUNI",46,50,21.4000,-096,39,50.5000
MZH,"MOOSE LAKE CARLTON COUNTY",46,25,07.0000,-092,48,17.2000
3MN2,"MERCY HOSPITAL",46,26,26.2400,-092,46,32.5800
JMR,"MORA MUNI",45,53,21.2000,-093,16,16.2000
MN43,"FIRST LIGHT HEALTH SYSTEM",45,52,27.8510,-093,17,23.8050
MOX,"MORRIS MUNI - CHARLIE SCHMIDT FLD",45,33,57.4855,-095,58,01.8728
56MN,"LOTHERT'S FARM STRIP",44,38,43.8590,-094,57,40.9850
18MN,"HINES FARM",46,14,13.8760,-094,35,35.0470
MN80,"THE PASS",44,54,51.7250,-093,41,18.7210
23Y,"MURDOCK MUNI",45,13,19.8570,-095,24,04.0890
5C3,"NARY NATIONAL-SHEFLAND FIELD",47,22,31.4000,-094,47,55.5000
MY33,"ROSACKER'S NR 1",45,04,36.8760,-093,12,15.8070
0MN1,"MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE",44,32,46.2600,-093,34,29.4700
36MN,"BACKSTROM",44,34,59.0000,-092,56,38.0000
MY84,"NEW ULM MEDICAL CENTER",44,18,47.3300,-094,28,33.4500
ULM,"NEW ULM MUNI",44,19,06.1920,-094,30,05.9160
4MN1,"HINTZMAN PRIVATE",46,39,03.5300,-095,21,17.5500
MY46,"HAY SHAKERS",44,16,45.0000,-094,12,48.0000
84MN,"NIELSVILLE",47,31,59.9050,-096,49,51.2850
0MN4,"PAUL'S",46,28,37.8820,-094,18,10.9980
MY90,"AL'S DUE NORTH",45,28,55.8670,-092,59,18.7840
48MN,"NORTHFIELD HOSPITAL",44,28,27.5600,-093,11,31.2700
43Y,"NORTHOME MUNI",47,53,17.1445,-094,15,29.7915
2MN7,"FUSSY",45,47,29.8700,-094,20,26.9900
47MN,"SONS PRIVATE-COMMERCIAL",44,42,19.1736,-093,51,15.7428
OVL,"OLIVIA RGNL",44,46,42.8590,-095,01,58.0020
MN64,"RENVILLE COUNTY RGNL HOSPITAL",44,46,25.1700,-094,58,19.0100
MY66,"NORTH STAR RANCH",46,04,13.8630,-093,50,49.9160
MN94,"MILLE LACS",46,04,22.3800,-093,39,40.7000
MN85,"SWIDERSKI FIELD",46,01,59.8550,-093,39,40.8810
11MN,"POINT",44,57,14.0000,-093,33,52.0000
MN32,"NIETZ AIRSTRIP",44,11,28.8770,-092,27,09.6500
ORB,"ORR RGNL",48,00,57.3000,-092,51,21.8000
VVV,"ORTONVILLE MUNI-MARTINSON FIELD",45,18,14.8660,-096,25,28.5920
50MN,"ORTONVILLE HOSPITAL",45,18,55.7000,-096,26,49.0000
3MN9,"SCHUMACHER",44,59,03.8860,-093,56,09.8890
83MN,"PONDEROSA",46,51,47.0000,-093,59,22.0000
OWA,"OWATONNA DEGNER RGNL",44,07,22.6265,-093,15,31.7751
MN38,"ALLINA HOSPITAL & CLINIC OWATONNA",44,06,41.1700,-093,15,07.2000
MN86,"SKY MANOR AERO ESTATES",47,02,44.8520,-095,07,21.0750
MY88,"CARY",46,51,26.8510,-094,58,59.0690
MY24,"FALK PRIVATE",46,51,43.8520,-095,03,08.0770
PKD,"PARK RAPIDS MUNI-KONSHOK FIELD",46,54,04.3337,-095,04,23.1825
PEX,"PAYNESVILLE MUNI",45,22,19.4287,-094,44,41.0147
MN72,"CENTRACARE HEALTH PAYNESVILLE",45,22,26.0400,-094,42,59.7600
47Y,"PELICAN RAPIDS MUNI-LYON'S FIELD",46,38,29.8510,-096,06,16.2070
2MN5,"EMMA'S BAY",46,37,54.9900,-094,12,03.3200
4MN8,"MYERS FIELD",46,37,38.8680,-094,20,21.9850
16D,"PERHAM MUNI",46,36,39.5000,-095,36,22.0000
MN89,"AEROVILLA",46,36,59.8540,-095,39,01.1570
MY93,"NORTH AIR",46,36,39.0000,-095,42,16.0000
46MN,"PERHAM HOSPITAL",46,35,35.1800,-095,35,35.3800
MY15,"KASTANEK",45,57,20.8730,-093,59,21.9420
48Y,"PINEY PINECREEK BORDER",48,59,56.3098,-095,58,55.5101
PWC,"PINE RIVER RGNL",46,43,29.2350,-094,22,54.1200
PQN,"PIPESTONE MUNI",43,58,55.6743,-096,18,01.4680
96MN,"PIPESTONE COUNTY MEDICAL CENTER",43,59,25.0000,-096,19,24.0000
85MN,"CHRISTISON",44,09,30.8760,-092,12,07.6080
22MN,"EASTMANS MEDICINE LAKE",44,59,40.8700,-093,25,33.8290
MY85,"ADVANCE MACHINE COMPANY",45,00,06.8680,-093,28,10.8340
64MN,"SVARD",45,02,34.2000,-093,25,57.8000
MY20,"PRUDENTIAL HELISTOP",45,03,49.8710,-093,26,54.8340
6MN0,"ROONEY AIRFIELD",47,03,20.0000,-095,25,23.0000
FKA,"FILLMORE COUNTY",43,40,36.3000,-092,10,47.1000
23MN,"HIGH GROVE",43,38,27.8730,-092,01,19.5710
MN91,"REYNOLDS FIELD",45,32,14.8720,-093,30,50.8470
MN47,"CAMERON'S",45,32,58.8700,-093,28,11.1200
MN68,"PFAU AIRSTRIP",45,39,24.5448,-093,28,56.3232
PNM,"PRINCETON MUNI",45,33,35.5000,-093,36,29.6000
MN76,"MARTY'S TRANQUILITY BASE",44,41,59.8670,-093,28,18.8240
MY34,"JORGENSEN'S LANDING",44,44,21.8690,-093,23,44.8150
MN92,"LENNARTSON",46,44,59.7920,-092,18,00.6880
57MN,"NAMAKAN",48,24,24.6610,-092,40,00.5610
D81,"RED LAKE FALLS MUNI",47,49,35.4550,-096,15,35.2050
RGK,"RED WING RGNL",44,35,21.7000,-092,29,05.9000
97MN,"FAIRVIEW RED WING MEDICAL CENTER",44,33,33.6700,-092,34,21.9100
RWF,"REDWOOD FALLS MUNI",44,32,48.8000,-095,04,55.2000
52Y,"REMER MUNI",47,04,04.8330,-093,54,50.8450
MY60,"HAGEN",46,30,09.8550,-095,37,11.1570
MY77,"NORTH MEMORIAL",45,00,52.3000,-093,19,13.2100
RST,"ROCHESTER INTL",43,54,29.8000,-092,30,00.1000
99MN,"MAYO CLINIC - SAINT MARYS HOSPITAL",44,01,11.1250,-092,28,59.0160
MN56,"CHARLTON BUILDING",44,01,05.8690,-092,27,06.6330
2MN8,"MED-CITY AVIATION",43,59,45.8700,-092,20,08.6110
MY86,"JOHNSON",45,09,02.8670,-093,44,23.8790
59MN,"COX-COYOUR MEML AIR FIELD",48,35,57.9230,-095,11,12.8590
87MN,"ERICKSON",48,48,36.9440,-095,12,05.8340
ROX,"ROSEAU MUNI/RUDY BILLBERG FIELD",48,51,22.5000,-095,41,49.0000
74MN,"HURLEY MEMORIAL SEAPORT",43,34,00.0000,-095,26,25.0000
MN95,"VELO AIRSTRIP",46,30,39.8530,-096,11,31.2170
ROS,"RUSH CITY RGNL",45,41,49.7000,-092,57,07.8000
55Y,"RUSHFORD MUNI",43,48,56.9700,-091,49,48.3420
3MN7,"BLUE SKY",46,48,01.8600,-096,35,42.0000
MY13,"SWAN FIELD",46,52,09.3000,-092,27,25.5000
2MN6,"VAN NORMAN'S",44,02,49.8690,-092,05,34.5840
MY87,"ST CLOUD HOSPITAL",45,34,27.2200,-094,10,09.5800
STC,"ST CLOUD RGNL",45,32,47.6000,-094,03,35.6000
MN98,"AERO-PLAIN",45,24,40.8720,-093,23,04.8340
MY43,"BECKER PERSONAL",45,24,09.8720,-093,23,21.8340
9MN7,"ST JAMES MEDICAL CENTER",43,58,09.9800,-094,37,22.7800
JYG,"ST JAMES MUNI",43,59,10.8739,-094,33,28.7098
21D,"LAKE ELMO",44,59,50.9729,-092,51,20.4529
7MN1,"REGIONS HOSPITAL",44,57,20.1900,-093,05,34.9200
MY79,"CHILDREN'S HOSPITAL - ST PAUL",44,56,33.3000,-093,06,28.2400
0MN0,"WINNER'S LANDING",44,47,48.8800,-092,59,02.7630
STP,"ST PAUL DOWNTOWN HOLMAN FLD",44,56,04.6410,-093,03,37.2328
0MN2,"GRINDSTONE LAKE",46,07,59.8150,-093,00,10.7360
D39,"SAUK CENTRE MUNI",45,42,23.7696,-094,55,59.6873
60MN,"FUHR FLYING SVC",44,28,04.8480,-095,17,01.0050
MN88,"EFFENBERGER LANDEPLATZ",44,13,44.0000,-094,24,55.0000
MY21,"KOLLAR'S SHOREVIEW MARINE",45,01,59.8760,-093,07,30.7950
BFW,"SILVER BAY MUNI",47,14,56.5000,-091,24,56.1000
MN41,"TIMMERS LANDING FIELD",44,58,24.3395,-094,12,51.0705
DVP,"SLAYTON MUNI",43,59,12.4500,-095,46,57.4000
Y58,"SLEEPY EYE MUNI",44,14,59.8580,-094,43,00.9340
07MN,"SLEEPY EYE MEDICAL CENTER",44,17,57.8000,-094,43,46.2300
SGS,"SOUTH ST PAUL MUNI-RICHARD E FLEMING FLD",44,51,25.7000,-093,01,58.3000
MN70,"MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD",44,14,49.3600,-094,58,18.7500
D42,"SPRINGFIELD MUNI",44,13,51.8000,-094,59,56.1000
MY10,"DETERS FARMS",43,33,39.8850,-091,40,53.5280
7MN3,"CALDBECK FIELD",43,42,18.8670,-092,27,38.6190
MN51,"BOWERS",45,27,12.8690,-092,58,29.0000
SYN,"STANTON AIRFIELD",44,28,31.8800,-093,00,58.7580
SAZ,"STAPLES MUNI",46,22,51.1660,-094,48,23.7660
D32,"STARBUCK MUNI",45,35,56.9850,-095,32,10.1550
D41,"STEPHEN MUNI",48,27,29.9240,-096,51,46.2200
0MN8,"KELLER",45,08,08.8800,-092,51,33.7610
MY04,"KOCH'S PERSONAL FIELD",44,39,35.8600,-096,02,14.1210
62MN,"TAYLORS FALLS",45,22,52.8650,-092,40,56.7490
1MN0,"WETHERBEE FARM",46,02,36.8530,-096,32,46.2520
TVF,"THIEF RIVER FALLS RGNL",48,03,56.4000,-096,11,06.0000
7MN8,"WILLIS",48,04,11.0000,-096,16,46.0000
29MN,"WETENKAMP",46,01,41.8550,-096,21,46.2340
12D,"TOWER MUNI",47,49,05.3600,-092,17,09.8400
MY38,"IRONS POINT",47,50,35.7010,-092,21,02.5790
7MN2,"EAGLES NEST",47,49,42.6570,-092,05,58.9340
MY76,"JOHNSON'S SEA LANDING",47,51,21.9400,-092,23,30.0300
TKC,"TRACY MUNI",44,14,58.1323,-095,36,26.5356
MY12,"DYKSTRA ACREAGE",43,52,50.8910,-096,15,11.1120
MY00,"SIEG'S FARM",43,53,38.8450,-094,29,37.8850
TWM,"RICHARD B HELGESON",47,02,56.9000,-091,44,42.8000
39MN,"ANTHONY PRIVATE",47,02,12.7590,-091,42,37.6340
63MN,"WEIDEMAN INTL",47,05,39.7480,-091,36,00.6310
MN99,"TWO HARBOR FIRE DEPARTMENT",47,02,21.5000,-091,40,04.2000
63Y,"TYLER MUNI",44,17,29.8780,-096,09,01.1210
MN16,"ESSENTIA HEALTH VIRGINIA HOSPITAL",47,31,53.0000,-092,32,53.0000
8MN7,"ST ELIZABETH HOSPITAL",44,23,17.9300,-092,02,54.9600
1MN5,"MOLNAU AIRPARK",44,50,36.8640,-093,44,23.8650
6MN6,"GOOSE LAKE",44,53,15.0690,-093,50,31.4130
ADC,"WADENA MUNI",46,26,59.8020,-095,12,38.9953
MN26,"TRI-COUNTY",46,26,47.8610,-095,07,59.0980
Y49,"WALKER MUNI",47,09,34.1304,-094,38,43.2481
2MN9,"NORTH VALLEY HEALTH CENTER",48,11,31.5700,-096,46,21.8500
D37,"WARREN MUNI",48,11,28.2000,-096,42,40.7000
MY01,"ROAN",48,08,44.9080,-096,45,09.2250
RRT,"WARROAD INTL MEMORIAL",48,56,29.3000,-095,20,54.5000
58MN,"NORTHWEST ANGLE",49,21,04.9850,-095,04,15.8570
ACQ,"WASECA MUNI",44,04,24.4700,-093,33,10.5970
VWU,"WASKISH MUNI",48,08,51.2355,-094,31,02.9095
32MN,"DON'S LANDING FIELD",45,22,02.8700,-094,23,57.9740
15MN,"TYLER FARMS",45,15,43.9600,-094,30,38.3700
M49,"JOLLY FISHERMAN",47,08,34.8540,-095,31,44.1060
MN37,"WAYZATA BAY LANDING",44,57,14.0000,-093,30,14.0000
1MN8,"SKY HARBOR RESIDENTIAL AIRPARK",44,31,32.8700,-093,19,36.7990
68Y,"WELLS MUNI",43,43,59.8360,-093,47,00.8160
28MN,"RIVER RIDGE RANCH",44,34,05.1600,-092,45,25.2600
65MN,"RICKS FIELD",45,57,50.8560,-096,08,59.2110
92MN,"BRUTLAG FARMS",46,00,51.8550,-096,06,06.2070
1MY1,"CARLSON AG",45,59,07.0000,-096,11,40.0000
4MN6,"SANFORD WESTBROOK CLINIC",44,02,46.0800,-095,26,24.1500
ETH,"WHEATON MUNI",45,46,49.8219,-096,32,37.6727
61MN,"TRAVERSE AIR",45,57,12.8560,-096,24,03.2350
MY68,"JOHNSONS AERO REPAIR",45,46,37.8590,-096,23,29.2290
6MN9,"BENSON",45,06,59.8800,-092,59,45.7820
BDH,"WILLMAR MUNI-JOHN L RICE FIELD",45,07,01.3000,-095,07,45.6000
MY44,"RICE MEMORIAL HOSPITAL",45,07,11.3600,-095,02,45.2100
MN53,"WINDOM AREA HOSPITAL",43,52,42.0880,-095,06,47.5880
MWM,"WINDOM MUNI",43,54,48.3000,-095,06,33.8000
ONA,"WINONA MUNI-MAX CONRAD FLD",44,04,46.5956,-091,42,41.8676
MN39,"COMMUNITY MEMORIAL HOSPITAL",44,02,01.9500,-091,37,23.8400
